Date,State,Bill No,Title,Action
"April 30, 2024",AR,HB 1077,Establishes the Funding and Structure of the Department of Human Services,"Bill Passed
                           - House
                      

                      
                          (80 - 3)"
"April 24, 2024",AR,SB 79,Authorizes the Arkansas Gas and Oil Commission to Regulate Crypto Mines,"Bill Passed
                           - Senate
                      

                      
                          (32 - 0)"
"April 24, 2024",AR,SB 78,Establishes Noise Reduction Requirements that Crypto Mines must Comply With,"Bill Passed
                           - Senate
                      

                      
                          (26 - 3)"
"April 18, 2024",AR,SB 80,Amends the Revenue Stabilization Fund and Appropriates Money for the State,"Bill Passed
                           - Senate
                      

                      
                          (34 - 1)"
"April 15, 2024",AR,SR 11,Requires Digital Asset Mining Businesses Pay Fees for Extraordinary Electrical Energy Usage,"Bill Passed
                           - Senate
                      

                      
                          (28 - 3)"
"April 11, 2024",AR,SR 12,Prohibits the Use of Computers or Software Manufactured by Foreign Entities in Crypto Mining in Arkansas,"Resolution Passed
                           - Senate
                      

                      
                          (26 - 1)"
"April 11, 2024",AR,SR 13,Requires Individuals who Engage in Crypto Mining to be Licensed Money Transmitters,"Resolution Passed
                           - Senate
                      

                      
                          (27 - 1)"
"April 11, 2024",AR,SR 17,Requires Crypto Mines to be Licensed by the State Department of Energy and Environment,"Resolution Passed
                           - Senate
                      

                      
                          (25 - 2)"
"April 11, 2024",AR,SR 16,Prohibits Local Governments from Regulating Crypto Mines and Prohibit Ownership by Certain Foreign Countries,"Resolution Passed
                           - Senate
                      

                      
                          (24 - 3)"
"April 11, 2024",AR,SR 14,Requires the Arkansas Natural Resources Commission Monitor Crypto Mines' Water Usage and Administer Consequences,"Resolution Passed
                           - Senate
                      

                      
                          (28 - 0)"
"April 1, 2024",AR,SR 5,Establishes Noise Limits on Arkansas Crypto Mines and Prohibit Them from being Owned by Foreign Entities,"Resolution Passed
                           - Senate
                      

                      
                          (28 - 1)"
